27E9,⟩,Mathematical right angle bracket,⠨⠨⠾,
27F5,⟵,Long leftwards arrow ,⠀⠫⠪⠒⠒⠒⠀,
27F6,⟶,Long rightwards arrow,⠀⠫⠒⠒⠒⠕⠀,
27F7,⟷,Long left right arrow,⠀⠫⠪⠒⠒⠒⠕⠀,
27F8,⟸,Long leftwards arrow ,⠀⠫⠪⠶⠶⠶⠀,
27F9,⟹,Long rightwards arrow,⠀⠫⠶⠶⠶⠕⠀,
27FA,⟺,Long left right arrow,⠀⠫⠪⠶⠶⠶⠕⠀,
27FB,⟻,Long leftwards arrow from bar,⠀⠫⠪⠒⠒⠒⠳⠀,
27FC,⟼,Long rightwards arrow from bar,⠀⠫⠳⠒⠒⠒⠕⠀,
27FD,⟽,Long leftwards double arrow from bar,⠀⠫⠪⠶⠶⠶⠳⠀,
27FE,⟾,Long rightwards double arrow from bar,⠀⠫⠳⠶⠶⠶⠕⠀,
27FF,⟿,Long rightwards squiggle arrow,⠀⠫⠢⠤⠔⠒⠢⠤⠔⠒⠢⠕⠀,
2921,⤡,North west and south east arrow,⠀⠫⠘⠪⠒⠒⠕⠀,
2922,⤢,North east and south west arrow,⠀⠫⠰⠪⠒⠒⠕⠀,
2983,⦃,Left white curly bracket,⠨⠸⠷,
2984,⦄,Right white curly bracket,⠨⠸⠾,
2991,⦑,Left angle bracket w dot,⠡⠈⠨⠨⠷⠻,
2992,⦒,Right angle bracket w dot,⠡⠈⠨⠨⠾⠻,
29C4,⧄,Square rising diagonal slash,⠫⠲⠸⠫⠔⠻,
29C5,⧅,Square falling diagonal slash,⠫⠲⠸⠫⠢⠻,
29C6,⧆,Squared asterisk,⠫⠲⠸⠫⠈⠼⠻,
29CA,⧊,Triangle w dot above,⠐⠫⠞⠣⠡⠻,
29CB,⧋,Triangle w underbar,⠫⠞⠱,
29CC,⧌,s in triangle §114,⠫⠞⠎,
29E6,⧦,Gleich stark,⠫⠳⠶⠶⠳,
2A0C,⨌,Quadruple integral operator,⠮⠮⠮⠮,⠮⠮⠮⠮
2A0D,⨍,Finite part integral,⠮⠈⠱⠻,
2A0E,⨎,Integral w double stroke,⠮⠈⠱⠱⠻,
2A16,⨖,Quaternion integral operator,⠮⠈⠫⠲⠻,
2A18,⨘,Integral w times sign,⠮⠈⠈⠡⠻,
2A19,⨙,Integral w intersection,⠮⠈⠨⠩⠻,
2A1A,⨚,Integral w union,⠮⠈⠨⠬⠻,
2A1B,⨛,Integral w overbar (upper),⠣⠮,
2A1C,⨜,Integral w underbar (lower),⠩⠮,
2A22,⨢,Plus sign w small circle above,⠐⠬⠣⠨⠡⠻,
2A23,⨣,Plus sign w circumflex accent above,⠐⠬⠣⠸⠣⠻,
2A24,⨤,Plus sign w tilde above,⠐⠬⠣⠈⠱⠻,
2A25,⨥,Plus sign w dot below,⠐⠬⠩⠡⠻,
2A2A,⨪,Minus sign w dot below,⠐⠱⠩⠡⠻,
2A30,⨰,Multiplication sign w dot above,⠐⠈⠡⠣⠡⠻,
2A31,⨱,Multiplication sign w underbar,⠈⠡⠱,
2A38,⨸,Circled division sign,⠫⠉⠸⠫⠨⠌⠻,
2A39,⨹,Plus sign in triangle,⠫⠞⠸⠫⠬⠻,
2A3A,⨺,Minus sign in triangle,⠫⠞⠸⠫⠤⠻,
2A3B,⨻,Multiplication sign in triangle,⠫⠞⠸⠫⠈⠡⠻,
2A40,⩀,Intersection w dot,⠡⠈⠨⠩⠻,
2A41,⩁,Union w minus sign,⠤⠈⠨⠬⠻,
2A42,⩂,Union w overbar,⠱⠨⠬,
2A43,⩃,Intersection w overbar,⠱⠨⠩,
2A51,⩑,Logical AND w dot above,⠐⠈⠩⠣⠡⠻,
2A52,⩒,Logical OR w dot above,⠐⠈⠬⠣⠡⠻,
2A5C,⩜,Logical AND with horizontal dash,⠱⠈⠈⠩⠻,
2A5D,⩝,Logical OR with horizontal dash,⠱⠈⠈⠬⠻,
2A5E,⩞,Logical AND w double overbar,⠱⠱⠈⠩,
2A5F,⩟,Logical AND w underbar,⠈⠩⠱,
2A60,⩠,Logical AND w double underbar,⠈⠩⠱⠱,
2A62,⩢,Logical OR w double overbar,⠱⠱⠈⠬,
2A63,⩣,Logical OR w double underbar,⠈⠬⠱⠱,
2A66,⩦,Equals sign w dot below,⠀⠐⠨⠅⠩⠡⠻⠀,
2A67,⩧,Identical w dot above,⠀⠐⠸⠇⠣⠡⠻⠀,
2A6A,⩪,Tilde operator w dot above,⠀⠐⠈⠱⠣⠡⠻⠀,
2A6C,⩬,Similar minus similar,⠀⠈⠱⠱⠈⠱⠀,
2A6D,⩭,Congruent w dot above,⠀⠐⠈⠱⠨⠅⠣⠡⠻⠀,
2A6E,⩮,Equals w asterisk,⠀⠐⠨⠅⠣⠈⠼⠻⠀,
2A6F,⩯,Almost equal to w circumflex,⠀⠐⠈⠱⠈⠱⠣⠸⠣⠻⠀,
2A70,⩰,Approximately equal or equal to,⠀⠈⠱⠈⠱⠨⠅⠀,
2A71,⩱,Equals sign above plus sign,⠀⠨⠅⠬⠀,
2A72,⩲,Plus sign above equals sign,⠀⠬⠨⠅⠀,
2A73,⩳,Equals sign above tilde operator,⠀⠨⠅⠈⠱⠀,
2A74,⩴,Double colon equal,⠀⠐⠂⠐⠂⠨⠅⠀,
2A75,⩵,Two consecutive equals signs,⠀⠨⠅⠨⠅⠀,
2A76,⩶,Three consecutive equals signs,⠀⠨⠅⠨⠅⠨⠅⠀,
2A77,⩷,Equals sign w two dots above and two dots below,⠀⠐⠨⠅⠩⠡⠡⠣⠡⠡⠻⠀,
2A78,⩸,Equivalent w four dots above,⠀⠐⠸⠇⠣⠡⠡⠡⠡⠻⠀,
2A79,⩹,Less than w circle inside,⠀⠐⠅⠈⠨⠡⠻⠀,
2A7A,⩺,Greater than w circle inside,⠀⠨⠂⠈⠨⠡⠻⠀,
2A7B,⩻,Less-than w question mark above,⠀⠐⠐⠅⠣⠸⠦⠻⠀,
2A7C,⩼,Greater-than w question mark above,⠀⠐⠨⠂⠣⠸⠦⠻⠀,
2A85,⪅,Less-than or approximate,⠀⠐⠅⠈⠱⠈⠱⠀,
2A86,⪆,Greater-than or approximate,⠀⠨⠂⠈⠱⠈⠱⠀,
2A8B,⪋,Less-than above double-line equal above greater-than,⠀⠐⠅⠨⠅⠨⠂⠀,
2A8C,⪌,Greater-than above double-line equal above less-than,⠀⠨⠂⠨⠅⠐⠅⠀,
2A8D,⪍,Less-than above similar or equal to,⠀⠐⠅⠈⠱⠱⠀,
2A8E,⪎,Greater-than above similar or equal to,⠀⠨⠂⠈⠱⠱⠀,
2A8F,⪏,Less-than above similar above greater-than,⠀⠐⠅⠈⠱⠨⠂⠀,
2A90,⪐,Greater-than above similar above less-than,⠀⠨⠂⠈⠱⠐⠅⠀,
2A91,⪑,Less-than above greater-than above double-line equal,⠀⠐⠅⠨⠂⠨⠅⠀,
2A92,⪒,Greater-than above less-than above double-line equal,⠀⠨⠂⠐⠅⠨⠅⠀,
2A99,⪙,Double-line equal to or less-than,⠀⠨⠅⠐⠅⠀,
2A9A,⪚,Double-line equal to or greater-than,⠀⠨⠅⠨⠂⠀,
2A9D,⪝,Similar or less-than,⠀⠈⠱⠐⠅⠀,
2A9E,⪞,Similar or greater-than,⠀⠈⠱⠨⠂⠀,
2A9F,⪟,Similar above less-than above equals sign,⠀⠈⠱⠐⠅⠨⠅⠀,
2AA0,⪠,Similar above greater-than above equals sign,⠀⠈⠱⠨⠂⠨⠅⠀,
2AAE,⪮,Equals sign with bumpy above,⠀⠈⠣⠨⠅⠀,
2AAF,⪯,Precedes above single-line equals sign,⠀⠨⠐⠅⠱⠀,
2AB0,⪰,Succeeds above single-line equals sign,⠀⠨⠨⠂⠱⠀,
2AB1,⪱,Precedes above single-line not equal to,⠀⠨⠐⠅⠌⠱⠀,
2AB2,⪲,Succeeds above single-line not equal to,⠀⠨⠨⠂⠌⠱⠀,
2AB3,⪳,Precedes above equals sign,⠀⠨⠐⠅⠨⠅⠀,
2AB4,⪴,Succeeds above equals sign,⠀⠨⠨⠂⠨⠅⠀,
2AB5,⪵,Precedes above not equal to,⠀⠨⠐⠅⠌⠨⠅⠀,
2AB6,⪶,Succeeds above not equal to,⠀⠨⠨⠂⠌⠨⠅⠀,
2AB7,⪷,Precedes above almost equals to,⠀⠨⠐⠅⠈⠱⠈⠱⠀,
2AB8,⪸,Succeeds above almost equals to,⠀⠨⠨⠂⠈⠱⠈⠱⠀,
2AB9,⪹,Precedes above not almost equals to,⠀⠨⠐⠅⠌⠈⠱⠈⠱⠀,
2ABA,⪺,Succeeds above not almost equals to,⠀⠨⠨⠂⠌⠈⠱⠈⠱⠀,
2ABB,⪻,Double precedes,⠀⠨⠐⠅⠈⠨⠐⠅⠻⠀,
2ABC,⪼,Double succeeds,⠀⠨⠨⠂⠈⠨⠨⠂⠻⠀,
2ABD,⪽,Subset w dot,⠀⠡⠈⠸⠐⠅⠻⠀,
2ABE,⪾,Superset w dot,⠀⠡⠈⠸⠨⠂⠻⠀,
2ABF,⪿,Subset with plus sign below,⠀⠐⠸⠐⠅⠩⠬⠻⠀,
2AC0,⫀,Superset with plus sign below,⠀⠐⠸⠨⠂⠩⠬⠻⠀,
2AC1,⫁,Subset with multiplication sign below,⠀⠐⠸⠐⠅⠩⠈⠡⠻⠀,
2AC2,⫂,Superset with multiplication sign below,⠀⠐⠸⠨⠂⠩⠈⠡⠻⠀,
2AC5,⫅,Subset of above equals sign,⠀⠸⠐⠅⠨⠅⠀,
2AC6,⫆,Superset of above equals sign,⠀⠸⠨⠂⠨⠅⠀,
2AC7,⫇,Subset of above tilde operator,⠀⠸⠐⠅⠈⠱⠀,
2AC8,⫈,Superset of above tilde operator,⠀⠸⠨⠂⠈⠱⠀,
2AC9,⫉,Subset of above almost equal to,⠀⠸⠐⠅⠈⠱⠈⠱⠀,
2ACA,⫊,Superset of above almost equal to,⠀⠸⠨⠂⠈⠱⠈⠱⠀,
2ACB,⫋,Subset of above not equals sign,⠀⠸⠐⠅⠌⠨⠅⠀,
2ACC,⫌,Superset of above not equals sign,⠀⠸⠨⠂⠌⠨⠅⠀,
2AD3,⫓,Subset above superset,⠀⠸⠐⠅⠸⠨⠂⠀,
2AD4,⫔,Superset above subset,⠀⠸⠨⠂⠸⠐⠅⠀,
2AD5,⫕,Subset above subset,⠀⠸⠐⠅⠸⠐⠅⠀,
2AD6,⫖,Superset above superset,⠀⠸⠨⠂⠸⠨⠂⠀,
2AD7,⫗,Superset beside subset,⠀⠸⠨⠂⠐⠸⠐⠅⠀,
2AEF,⫯,Vertical line w circle above,⠀⠫⠩⠨⠡⠒⠒⠀,
2AF0,⫰,Vertical line w circle below,⠀⠫⠣⠨⠡⠒⠒⠀,
2AF1,⫱,Down tack w circle below,⠀⠫⠣⠨⠡⠒⠒⠳⠀,
2AF2,⫲,Parallel w horizontal stroke,⠀⠱⠈⠫⠇⠻⠀,
2AF3,⫳,Parallel w tilde operator,⠀⠈⠱⠈⠫⠇⠻⠀,
2AF4,⫴,Triple vertical bar binary relation,⠀⠳⠳⠳⠀,
2B1F,⬟,Black pentagon,⠫⠸⠢,
2B20,⬠,White pentagon,⠫⠢,
2B21,⬡,White hexagon,⠫⠖,
2B22,⬢,Black hexagon,⠫⠸⠖,
2B2C,⬬,Black ellipse,⠫⠸⠑,
2B2D,⬭,White ellipse,⠫⠑,
2B30,⬰,Left arrow w small circle,⠀⠨⠡⠈⠫⠪⠒⠒⠻⠀,
2B31,⬱,Three leftwards arrows,⠀⠫⠪⠒⠒⠫⠪⠒⠒⠫⠪⠒⠒⠀,
2B32,⬲,Left arrow w circled plus,⠀⠫⠪⠒⠒⠈⠫⠉⠸⠫⠬⠻⠀,
2BC3,⯃,Horizontal black octagon,⠫⠸⠦,
